path,disposition,reason,bytes,sha256,referenceCount,currentReferenceCount,containsMutationTerms
tools/e2e/phase05-demand-tab-probe.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,7594,f649b2bcf76699b59e7489e8b104eaf77526a912d1d1eb98a76d5d0ab58b9389,0,0,False
tools/e2e/phase05-exception-ambiguous-lineage-readback.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,8545,bfdbb2a9276179363d9c860c1d378b8a06ba35f0d58c4e4f3b964acd3a2dac64,0,0,False
tools/e2e/phase05-exception-excess-disposition.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,10692,8cfce19ed44df56385f6d0b95d656fe99ddbbc6234a7400f0a32421b44075ce5,0,0,True
tools/e2e/phase05-exception-excess-negative.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,6766,6ba49068aa13958e37bf1ca358be2c2bfd30e83aeaea90d5542faa263b028a30,0,0,False
tools/e2e/phase05-exception-kitchen-discrepancy.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,11360,136ea0c94e01ff22a8d2ace4cae02cf871955f7892f9632f7abcc3e41e912e46,0,0,True
tools/e2e/phase05-exception-retry-matrix-continuation.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,11400,44ba3f55fc8646a503c56315ade4d93afef40f5804c85ad80eecad29a91947b1,0,0,True
tools/e2e/phase05-exception-retry-matrix.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,13314,cc72caad425908d941c488ee0a8cff84418e7f9d0b5fd3e1e0ae926ca914f57b,0,0,True
tools/e2e/phase05-exception-return-receipt.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,10945,c838aa4a12fd5badfb7438180d9f989ca8c8d32b73806095be4e52859fdec84a,0,0,True
tools/e2e/phase05-exception-service-runs.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,13469,a1b4dcfc86e3bf251555e744bc8cebc442020700a510ffc8fe5d31f3ab5f5b1e,0,0,True
tools/e2e/phase05-exception-shared-shortage-blocked-allocation.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,10770,7c32ff38a3c029cb6de051825770b8ef7282ac62de61048d1d5643b1e7971f21,0,0,True
tools/e2e/phase05-exception-supplemental-partial.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,13314,245c744755a81e34f5538925b95d8e022b1777831620291d96735f7883de18ed,0,0,True
tools/e2e/phase05-exception-waste.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,11383,ae8f31af61b5e334227647a58b65db8aa045c099133a817d779d1bf9fefde172,0,0,True
tools/e2e/phase05-finalize-excess-disposition.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,5354,1141ff83b8d74ef8ed2735fa27bab87c1d11ae15ec90c3bd086522090353c39c,0,0,True
tools/e2e/phase05-finalize-return-receipt.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,7873,2a365c3c29083859c40c01415f841339529ea2be7a385700c6a9b47ad831b813,0,0,True
tools/e2e/phase05-finalize-supplemental-partial.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,8465,c8112b180e15ebab3f0308ece8a051ecd85295dbb71bcf6cff1453f0f0238946,0,0,True
tools/e2e/phase05-finalize-supplemental-route.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,8855,4bda950913fe650ec08a56e20b7457d77a067f065cf496305519ecd0f4d776c0,0,0,True
tools/e2e/phase05-golden-approve-demands.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,5363,b3292fb0f34253e6931d9ad4dc6cfbfa9285fb063105c95340835dac9c9d087a,0,0,True
tools/e2e/phase05-golden-approve-purchase-requests.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,5572,a859ab95d9975ef3c88ef8481e26c7b968386b2d881e580fe57dc7e4d802966f,0,0,True
tools/e2e/phase05-golden-create-issues.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,8840,0424a0394bfc4dbd4ab920923ae53c5e4336c148e51cc267cb7e4a16657cccf9,0,0,True
tools/e2e/phase05-golden-create-purchase-orders.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,6192,00391871f5dcf5c61523abd5f4dbc385b7a400bfc0cd20878859ccbd650b6f35,0,0,True
tools/e2e/phase05-golden-create-purchase-requests.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,7102,2218901a9bd3b4da9d1505df288276c0acdcdcbbe2e695c84e19a73b5dfa4146,0,0,True
tools/e2e/phase05-golden-create-receipts.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,6289,a00c8cd5856260fa41ece2d5c394e261d34bfc5ebd568dc65ac47ceae3610bf9,0,0,True
tools/e2e/phase05-golden-five-viewports.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,5649,d7c9e8362d7ddd4b3e7c8e7a0744242b44d08d57683bb0c6b3ae35e33af5c17c,0,0,True
tools/e2e/phase05-golden-kitchen-acknowledgement.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,8826,5ee522cd297e3902d753abedca6cd8206f900a0f39cd9c63eea415f66b319d0c,0,0,True
tools/e2e/phase05-golden-receipt-lifecycle.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,10164,33b9a3ff06ef39451e8ae92353a489bcaa141697ecb2ea49c11c8e8a307b9611,0,0,True
tools/e2e/phase05-golden-service-runs.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,13356,c8a4fdfb4fdb7a5908043533a1a031b863ec49f3155b3b9a4378d27e665f2d09,0,0,True
tools/e2e/phase05-golden-stage1-diagnostic.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,6945,fe9515221035295067b5e2ab66166e615496c4f83815b6767160d01fd838fb57,0,0,False
tools/e2e/phase05-golden-stage1.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,17942,70fc5b0f0f7fb39cb631c7f531bc84b40315cb9a56250776b5c20bc83465cc12,0,0,True
tools/e2e/phase05-golden-supplier-decisions.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,12052,cb0f5b1c30840ef22a01cb7d23fec30abe81fd149a1cd6e6c6bd42f74fec7a27,0,0,True
tools/e2e/phase05-manager-service-run-probe.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,2981,fd5264510b935f9a06a57874cd5e21eb998af800cf70b13ad2439e5ef6888f7f,0,0,False
tools/e2e/phase05-menu-amendment-correction.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,6503,9bbd3878c9d9c44a01c51ed72e8309439f2aaf178324b9de43c372537c3ced74,0,0,True
tools/e2e/phase05-menu-amendment-create.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,10290,6a536c2ed95c49418b63d9101b70a982f4a817ec140c148cec424ad2a8faef58,0,0,True
tools/e2e/phase05-menu-amendment-readback.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,3259,a93ba10ff948ec4ccdf921606546f19251de6d2f38931a8bb5ab20211e09d9ee,0,0,True
tools/e2e/phase05-purchasing-tab-split.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,4288,4345126edff92088f4842d0cfda95dd6f88c082279a1808cf2c1fde065ce966d,0,0,False
tools/e2e/phase05-quality-isolation-approve.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,5477,e3de3fde8ec15914db9695d57c4ce280f0f6a799f37adc60483b9b5a5c7931fd,0,0,True
tools/e2e/phase05-quality-isolation-order.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,5281,2086e53f413b9c08db20b92ef1c870599a125f936f2869813c726e66657d8dd5,0,0,True
tools/e2e/phase05-quality-isolation-partial.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,6566,cab58a71346322c6c9e57743b18717733517ccca573685c14f3672a9b76efe63,0,0,True
tools/e2e/phase05-quality-isolation-read-probe.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,2462,7d653e4252f57d201e2083a10f01e39ea25a70ab8d2488852611fadd14d7e8ee,0,0,False
tools/e2e/phase05-quality-isolation-readback.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,4420,9efbcfaca0dce28778436fa8050cf2ae701b6c4bbafcbc86b5e87c98e9912054,0,0,False
tools/e2e/phase05-quality-isolation-receipt.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,6210,733e5ad8ea4a9a1d7a13715b1bee8a359705dcf58773bc1ee448623890aa9757,0,0,True
tools/e2e/phase05-quality-isolation-supplier.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,8067,0ae72822f8ca6c0a0013795041ae3217195804ededf14c56845801c6054ee692,0,0,True
tools/e2e/phase05-readback-kitchen-discrepancy.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,6636,6724a855ad71ed0d23c4afb1194745bf1bbcc6e0a4241ee1beffa9fc0de3a04a,0,0,False
tools/e2e/phase05-readback-supplemental-partial.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,7491,fc0b67f972493c25bd36c68113563d279cb991f0be5bd1a047f882c79f63b238,0,0,False
tools/e2e/phase05-supplemental-clean-dav.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,9316,cb64062493a08ab9f82625bff8c04feaacba96c9af398c1c892cd2c76e9a852b,0,0,True
tools/e2e/phase05-weekly-menu-fulfillment-readback.mjs,DELETE_CANDIDATE,zero active consumer; hard-coded Phase 05 campaign executor/probe; no indexed path ownership,4703,95af2d98869bd0938051b58a32cd67674fca93f7309cc9e25e1c8535bdfe7e48,0,0,False
tools/e2e/run-phase28-baseline-recovery.mjs,KEEP_EVIDENCE,hash-indexed fixture or Phase 28 evidence recovery owner; defer to W7.5,7436,424d50fbef1422d062294bdf2f403b845ad7a9bf28836b20f595bb4c47a36caa,0,0,True
tools/e2e/run-phase28-remediation.mjs,KEEP_EVIDENCE,hash-indexed fixture or Phase 28 evidence recovery owner; defer to W7.5,5797,bf2056e2b73d8ed1985fd0e7d05b8a01c0e4d6594e05f9f87a89bb9f95c26941,0,0,False
